sr,rr,t,lm,bo,rem,nr,hr,sl
80.02003937959671,21.715467512607574,98.22235119342804,10.062995791435242,95.46485197544098,103.6655741930008,2.7168336510658264,64.09441366791725,2
99.27333533763885,29.37653112411499,78.89218455553055,18.84810560941696,84.7067682147026,104.9938577413559,4.545520305633545,81.6552659869194,4
97.93425977230072,26.801677465438843,89.8627815246582,17.735582530498505,84.25848659873009,104.98440027236938,0.41112856194376945,74.20672476291656,3
72.18246325850487,25.95441424846649,97.68031442165375,12.790103197097778,95.6154043674469,103.75546842813492,2.3846447467803955,76.7993888258934,2
67.16293454170227,16.138317089527845,98.96286630630493,-2.173204630613327,96.82979953289032,43.86807784438133,6.605820536613464,43.71053799986839,0
62.77610257267952,19.31610769033432,98.74021768569946,3.4135723263025284,96.84718292951584,100.43407559394836,6.149787604808807,59.039798229932785,1
28.52739244699478,6.694494962692261,98.45226550102234,-4.311964571475983,96.98290359973907,29.30655688047409,8.26290214061737,40.550822615623474,0
98.94090056419373,27.891352772712708,88.35993629693985,18.265068471431732,91.12889391183853,104.99018043279648,1.3068956136703491,82.28510767221451,4
72.47407555580139,26.61707878112793,95.91516554355621,11.015740126371384,92.67575424909592,103.3632543683052,2.6709421277046204,73.7441474199295,2
88.5202968120575,25.934386253356934,98.91466844081879,11.42200493812561,96.97399508953094,96.78845196962357,5.799352169036865,70.56620419025421,1
83.51554155349731,22.00532603263855,98.97022378444672,6.591067776083946,96.95842218399048,100.31804591417313,7.042300164699554,54.16864436119795,1
99.0899333357811,28.879729866981506,80.9664797782898,18.71623569726944,82.98350714892149,104.86927717924118,3.8679645359516144,72.46056497097015,4
94.9057024717331,27.265014171600342,96.74180328845978,17.274074494838715,88.28968089818954,104.98640388250351,1.3952588438987732,79.3083456158638,3
59.33124780654907,10.657792448997498,98.82665157318115,2.424944616854191,96.98148113489151,41.64470762014389,8.380867302417755,34.24341544508934,0
91.0292637348175,25.935481905937195,85.08157955016941,14.912096202373505,74.90194198489189,103.14387649297714,3.4429459869861603,67.00688228011131,3
81.24059617519379,19.755228221416473,98.88876163959503,5.407306343317032,96.95270013809204,86.83986783027649,7.465382158756256,66.70719772577286,1
69.70223516225815,18.105994671583176,94.66488742828369,7.658933192491531,93.92936599254608,98.43140423297882,-0.4727744087576866,62.80166566371918,2
19.205969721078873,9.6616690158844,98.89200353622437,-5.306502640247345,96.99107539653778,38.013073056936264,8.355562806129456,26.9239941239357,0
79.41543400287628,17.874646961688995,96.61419606208801,15.490298211574554,93.73129916191101,103.3803641796112,6.124975562095642,67.7062401175499,2
54.17462818324566,22.06500405073166,95.14836144447327,12.633805513381958,94.80657529830933,104.5781260728836,4.040167182683945,76.53197824954987,2
52.73288831114769,11.073714017868042,98.70851969718933,1.8406710922718048,96.98572707176208,79.4447024166584,7.064627408981323,36.95792183279991,0
50.32853461802006,14.988789334893227,98.94387555122375,4.671785343438387,96.94256496429443,85.76401770114899,5.95879340171814,53.587112724781036,1
87.13693857192993,26.17401623725891,95.88686466217041,13.36345487833023,95.14678132534027,103.60231429338455,2.157670721411705,63.47732052206993,2
82.66530632972717,23.964688301086426,90.9603162407875,13.21613723039627,94.4275478720665,102.64253407716751,4.974691450595856,71.28322452306747,2
36.599693298339844,8.879796981811523,98.82355988025665,-0.20694246888160706,96.9870628118515,80.54203301668167,8.740596055984497,52.20025323331356,0
55.54942116141319,16.84488905966282,98.80248212814331,-0.07216235995292664,96.93731051683426,76.85170769691467,4.204297989606857,61.31755083799362,1
95.80764561891556,28.074315905570984,92.09468340873718,17.917388916015625,95.63229155540466,104.9898236989975,1.4191451221704483,82.07934111356735,3
99.36902105808258,27.974640727043152,86.1388662904501,18.676392376422882,89.12767139077187,104.99364852905273,2.4754766821861267,83.16046565771103,4
57.099734395742416,22.965349674224854,94.09438788890839,11.678953409194946,93.57067328691483,104.36394363641739,6.408788681030273,69.87816274166107,2
87.09560960531235,22.46034562587738,96.72929799556732,12.447140753269196,94.93389797210693,101.79568290710449,2.599710702896118,76.15507543087006,2
82.84194201231003,28.507436633110046,96.01126670837402,16.215730249881744,96.66413378715515,103.5401701927185,4.4405622482299805,78.64132016897202,2
97.06882983446121,23.909713745117188,86.40852011740208,18.45544183254242,89.01200246810913,104.96571063995361,2.6876235902309418,77.42771804332733,3
98.10184419155121,28.91421663761139,79.6689383983612,17.90439808368683,75.53712305426598,104.9502182006836,-2.400928169488907,80.89583188295364,4
52.79874108731747,10.667876541614532,97.54449939727783,4.143150947988033,96.95693802833557,25.55258274078369,7.600873410701752,38.89293774962425,0
95.48893690109253,24.12865650653839,80.47043037414551,16.593612372875214,84.07812502980232,104.43544328212738,0.22895371355116367,74.41596686840057,3
59.69480961561203,8.234169721603394,98.95326328277588,-3.677202820777893,96.99369502067566,59.875255131628364,8.046697854995728,39.55393627285957,0
77.82810598611832,20.251457035541534,93.67760932445526,12.936255872249603,95.22086304426193,101.31351560354233,2.740115225315094,77.23504215478897,2
70.60074105858803,23.559341073036194,98.32046926021576,15.361931264400482,88.55123382806778,103.74012351036072,3.8115504384040833,65.39433285593987,2
33.48878048360348,14.985260903835297,98.76254796981812,7.122294917702675,96.98959213495255,24.251282215118408,7.796998679637909,25.226358473300934,0
80.18790900707245,19.127042531967163,95.49046957492828,9.790710896253586,95.31895411014557,104.22827482223511,0.7797090411186218,67.39072993397713,2
66.5105240046978,19.88816475868225,95.02567172050476,8.1045281291008,92.62913924455643,99.28385317325592,-1.721752479672432,57.6900327950716,2
96.24508947134018,27.832247614860535,90.89664989709854,17.06911528110504,90.82459193468094,104.80535745620728,-0.2987389750778675,78.7991863489151,3
99.14473921060562,29.16469967365265,86.08252018690109,18.643173217773438,86.15778115391731,104.97952938079834,6.0885602831840515,83.51217806339264,4
90.9474515914917,27.094300985336304,81.49641555547714,15.60359650850296,86.87400963902473,104.54698026180267,0.18396051228046417,76.26408368349075,3
80.26267945766449,24.514952898025513,98.04887342453003,13.881788194179535,95.82183074951172,102.60234653949738,4.868521571159363,65.4156742990017,2
95.23857653141022,27.976062655448914,89.48827278614044,17.605828881263733,91.99893635511398,104.97954279184341,1.055692657828331,80.49704313278198,3
74.21966791152954,24.896905064582825,90.18913161754608,10.753487139940262,91.61905062198639,102.8672656416893,4.553141534328461,64.62904289364815,2
90.82103878259659,28.071203351020813,97.10442924499512,16.271978855133057,96.10009384155273,103.83453994989395,5.703848898410797,76.42925769090652,2
99.05806541442871,26.110645294189453,93.0370305776596,18.435323476791382,85.18157710134983,104.97415155172348,3.0485872328281403,81.96155220270157,4
85.3128057718277,22.87440299987793,97.63752806186676,9.3737972676754,95.66426438093185,97.21864610910416,-0.5348806232213974,56.30352430045605,2
66.54022008180618,22.480411171913147,96.2319643497467,11.594608664512634,93.48709833621979,103.28486680984497,1.319958508014679,67.48305514454842,2
78.5898545384407,18.414566069841385,98.34207856655121,8.268157184123993,96.97235536575317,96.31295263767242,7.129186034202576,50.03366412827745,1
96.94317102432251,27.331997513771057,87.47286576032639,17.57565850019455,88.80949434638023,104.96539682149887,2.4453380405902863,82.03080862760544,3
50.37040613591671,13.461010813713074,98.90015375614166,8.551777988672256,96.89452928304672,89.01259660720825,3.49758043885231,61.02233588695526,1
71.90234288573265,19.839619755744934,98.69204068183899,9.268386453390121,96.9339497089386,89.78371024131775,6.24556177854538,62.12353557348251,1
65.73428884148598,13.56058669090271,98.68374192714691,6.925548851490021,96.98534619808197,99.73427385091782,7.98464173078537,64.53069180250168,1
98.75998347997665,26.373223066329956,82.19103237986565,17.23157399892807,85.99027720093727,104.99508082866669,2.325539857149124,81.26651585102081,4
93.65545123815536,28.73992693424225,89.15200173854828,18.46550101041794,79.72205710411072,104.88351970911026,0.7946964874863625,77.92202800512314,3
91.23195499181747,19.618920028209686,94.00085854530334,14.455692410469055,96.0649139881134,102.7903613448143,1.7916749864816666,69.28832530975342,2
92.84369617700577,17.358081087470055,97.75148677825928,14.659409761428833,96.34700012207031,103.40391933917999,5.674538254737854,59.384663850069046,2
99.0147989988327,29.376370072364807,89.71525603532791,18.33839201927185,95.15571397542953,104.99503523111343,3.2130385637283325,80.02233475446701,3
98.74827682971954,26.91957151889801,79.54788839817047,17.87289732694626,87.79460859298706,104.99593377113342,1.5897782742977142,81.75441086292267,4
85.59746980667114,27.03542196750641,98.08474123477936,15.089906096458435,93.54893398284912,104.34703767299652,4.498070955276489,74.0184611082077,2
78.99932831525803,17.692565232515335,98.84116876125336,5.297791302204132,96.7722339630127,92.7213567495346,6.386309623718262,53.61819263547659,1
96.5162405371666,26.538142561912537,91.96878266334534,18.293522238731384,91.05760169029236,104.87551867961884,-1.4846890568733215,80.40067493915558,3
81.46616637706757,23.045608520507812,98.88295543193817,5.51152927428484,96.96778398752213,90.23746758699417,8.02966421842575,57.93437249958515,1
98.12642455101013,27.97198796272278,77.83955490589142,18.341645538806915,89.66541182994843,104.98088657855988,3.97033828496933,80.95638900995255,4
94.35406386852264,27.928133487701416,90.33788460493088,16.611491084098816,85.24099764227867,104.80834811925888,4.686240255832672,79.38139259815216,3
95.99406033754349,28.1551171541214,87.66466754674911,17.38611125946045,89.89230704307556,104.9549201130867,3.5573953092098236,76.69970363378525,3
98.03765594959259,24.039315342903137,85.89366614818573,16.993403673171997,93.91602915525436,104.98587012290955,3.484278827905655,75.72404086589813,3
64.01761561632156,19.441868662834167,98.9173253774643,9.63942089676857,96.93747502565384,103.35042536258698,7.509071588516235,65.08250162005424,1
96.49597436189651,26.31412124633789,89.52041345834732,17.674756288528442,88.99616983532906,104.96706247329712,0.020465250592678785,78.42090457677841,3
74.4100296497345,20.9756863117218,98.77251815795898,4.508701670914888,96.92548286914825,86.92408114671707,6.977868139743805,44.90570053458214,1
99.79528605937958,28.0879944562912,81.64229506254196,18.261046946048737,90.2671108841896,104.92917627096176,0.04176386771723628,82.3178020119667,4
68.06655287742615,15.510793782770634,98.4952062368393,5.8636807426810265,96.79441851377487,82.7191311120987,5.5442633628845215,65.34519642591476,1
28.731486797332764,12.768678963184357,98.87139558792114,-4.161493539810181,96.98717814683914,28.536062836647034,8.703843355178833,37.79558703303337,0
97.91313141584396,28.238216519355774,91.41385716199875,18.731549322605133,92.10785549879074,104.64399576187134,6.68196040391922,77.17475205659866,3
48.634543642401695,14.513890907168388,98.45650959014893,6.168111577630043,96.96321886777878,85.74614614248276,7.4928871393203735,56.99848763644695,1
62.73773550987244,12.080020010471344,98.64828550815582,0.2146824598312378,96.97433841228485,46.68247550725937,7.674209833145142,35.81193432211876,0
70.83245635032654,16.717853233218193,98.36024904251099,6.6933853328228,95.39676141738892,84.14940297603607,4.775103449821472,48.55682950466871,1
75.67794740200043,22.226892352104187,98.86594069004059,6.290404886007309,96.9010220170021,89.376719892025,8.316789329051971,55.33849261701107,1
71.06910049915314,24.291178584098816,96.492516040802,16.529131174087524,95.85876566171646,104.74076986312866,7.3684921860694885,79.4505426287651,2
97.86186933517456,28.070760250091553,85.62920613586903,18.178180992603302,81.08825093880296,104.52540457248688,2.7701090276241302,82.24984526634216,4
63.15151363611221,12.699602991342545,98.90763223171234,8.482433944940567,96.98976200819016,82.50350832939148,7.718460381031036,68.64336311817169,1
99.67650830745697,27.739278197288513,85.06990072317421,18.282185435295105,83.17839556187391,104.99570310115814,1.6009224504232407,83.16895008087158,4
73.73995423316956,19.687646985054016,93.97444689273834,9.750968605279922,93.68355405330658,102.64677196741104,3.437504857778549,74.9827292561531,2
83.66384655237198,24.324198365211487,93.16139423847198,14.869427621364594,94.53664493560791,98.32188427448273,0.7814864739775658,62.96984061598778,2
98.65211248397827,28.090899229049683,93.69316792488098,18.34340238571167,91.87075537443161,104.87891435623169,4.2636949717998505,70.11737883090973,3
99.2222273349762,29.588032960891724,75.58160519599915,18.79959338903427,81.72890972159803,104.98208284378052,7.250658452510834,82.08678245544434,4
38.34185291081667,15.453342013061047,98.44194400310516,-3.2801782190799713,96.9442395567894,35.770549178123474,8.038854539394379,38.19897577166557,0
99.3807801604271,29.48792552947998,81.16132318973541,18.515128135681152,84.20102608203888,104.98696982860565,2.3697692155838013,82.82334178686142,4
93.79476398229599,26.783329248428345,88.1168920993805,17.60628753900528,92.60236722230911,104.91427928209305,0.6368382945656776,77.17908710241318,3
72.1825747191906,20.40637880563736,98.70980310440063,7.041202127933502,96.94526326656342,91.64931267499924,3.20185187458992,41.43140487372875,1
61.36203855276108,16.072064640931785,98.83637142181396,6.752267420291901,96.9850869178772,38.37064370512962,8.442565083503723,37.751598209142685,0
63.37744116783142,19.515496850013733,98.81013417243958,11.161861509084702,96.8775589466095,89.88881260156631,7.19812685251236,64.5142737030983,1
99.00496751070023,28.365963101387024,80.21155762672424,18.102839529514313,91.71542954444885,104.78366643190384,2.9817205667495728,79.15075480937958,4
55.25537557899952,12.841216504573822,98.70491063594818,-4.884375691413879,96.9501296877861,29.470949470996857,7.663111925125122,37.643746733665466,0
48.89681842178106,7.161399006843567,98.64497017860413,-1.7616876065731049,96.95967835187912,57.365355771034956,8.09918600320816,48.63140603527427,0
98.00197869539261,27.013511419296265,87.0189443230629,17.46939742565155,86.09197494387627,104.98032063245773,0.5962737053632736,78.44600737094879,3
99.36227113008499,29.175341606140137,88.80055344104767,18.413066506385803,77.23830741643906,104.74737346172333,0.5677433162927628,82.82487094402313,4
97.42924451828003,26.185075402259827,78.6387095451355,18.063335061073303,89.79982805252075,104.40710306167603,2.39141383767128,78.81764262914658,4
55.95083698630333,18.971915274858475,98.59118556976318,3.5297796465456486,96.98734712600708,103.60664874315262,7.396720290184021,62.070966362953186,1
95.77357470989227,25.453875422477722,86.61781604588032,18.169251024723053,86.85519394278526,104.83718991279602,5.003938794136047,78.2546854019165,3
51.440497152507305,10.27304607629776,98.86228489875793,-5.03837651014328,96.97446715831757,45.09044632315636,8.02071100473404,30.701291859149933,0
68.16423013806343,21.95658576488495,96.4309583902359,10.086664944887161,91.9636572599411,101.0701534152031,3.5619263648986816,64.80854988098145,2
84.89963084459305,12.842850387096405,98.83633136749268,2.4312688186764717,96.98657286167145,59.98520661145449,8.243161082267761,32.38740772008896,0
35.190264731645584,22.612630486488342,98.09689605236053,4.249014608561993,96.2964655160904,64.4372434169054,6.144756853580475,54.220324866473675,1
99.34230983257294,28.290553331375122,77.39953064918518,18.137887954711914,82.6288431212306,104.90410566329956,-0.5256022587418556,72.76173382997513,4
88.35402697324753,22.596221566200256,96.65260148048401,16.21385806798935,86.22976180911064,104.98059689998627,2.5874969959259033,81.48254215717316,3
84.68358397483826,14.443471655249596,94.46981954574585,12.237943649291992,95.85865390300751,104.28930312395096,0.9642623215913773,54.63121935725212,2
59.91722121834755,17.0949999243021,96.52808845043182,12.820169866085052,96.10507023334503,92.37323015928268,6.191262602806091,65.21853402256966,2
69.81965899467468,12.100978016853333,98.72210144996643,0.8270871043205261,96.99095916748047,97.92444258928299,8.447642505168915,40.2959905564785,0
73.32323879003525,18.161363303661346,98.69906687736511,4.565110314637423,96.92888391017914,85.1106932759285,7.382144629955292,55.204738825559616,1
52.23045140504837,7.472665309906006,98.35529565811157,-6.034296810626984,96.98350441455841,24.12523716688156,7.933836400508881,31.950394213199615,0
99.71552282571793,27.18922221660614,80.02027863264084,17.19800168275833,86.67991784214973,104.94558602571487,0.1878952458500862,81.70570522546768,4
81.07354938983917,27.50002872943878,85.54342146217823,17.484842479228973,89.44393423199654,104.71268713474274,1.7322723716497421,79.82080101966858,3
93.39755415916443,26.7007714509964,86.53477467596531,17.773545622825623,85.6542335152626,104.88806873559952,4.9354716539382935,77.35372394323349,3
77.17517584562302,13.662817627191544,98.9767518043518,-2.114819198846817,96.99363332986832,38.21785166859627,7.299517571926117,42.909294590353966,0
63.297350108623505,16.64391566812992,98.78261852264404,10.237854361534119,96.97987180948257,98.52032750844955,7.825021326541901,58.88019010424614,1
99.57189917564392,29.258991718292236,84.06276048719883,18.66997653245926,78.61722660064697,104.97918874025345,1.5201952010393143,72.59622186422348,4
86.63808971643448,23.378912210464478,87.97114673256874,13.713509976863861,96.5175153017044,103.09872686862946,0.9005776271224022,51.67629890143871,2
99.23528462648392,29.00085163116455,75.60876786708832,18.71495360136032,87.64701467752457,104.96942549943924,3.003144711256027,81.1304646730423,4
98.46507489681244,26.951345443725586,88.35179775953293,18.2870831489563,93.39208644628525,104.94177460670471,2.31400528550148,76.85760736465454,3
68.04779306054115,24.67867410182953,96.38527977466583,14.581985116004944,95.44443053007126,102.0148354768753,5.229616105556488,70.00259399414062,2
89.17823284864426,28.231966376304626,84.30100906640291,17.965008854866028,88.5155278146267,104.87658083438873,2.4228600561618805,81.25143706798553,3
64.7636105120182,23.41825556755066,95.12674796581268,14.722123384475708,92.98124891519547,104.65405941009521,-0.7376345694065094,79.60706740617752,2
98.75282049179077,26.585384130477905,92.29369163513184,17.50157767534256,91.76616710424423,104.87069070339203,3.2785890698432922,81.0932058095932,3
37.93270818889141,15.484626159071922,96.3629252910614,1.9085607081651688,96.98441636562347,57.75072081014514,7.29014378786087,59.27780747413635,0
99.92850124835968,29.562963128089905,82.78013151884079,18.558626413345337,93.41183018684387,104.99943405389786,6.451228201389313,83.4131270647049,4
41.25285319983959,17.076176166534424,98.94420683383942,10.141076683998108,96.86826062202454,98.63701432943344,7.489874482154846,75.40121972560883,1
45.507162818685174,14.757138818502426,98.95899605751038,3.200431928038597,96.99730974435806,50.09862408041954,8.498003661632538,33.07054042816162,0
92.17124730348587,25.553414583206177,82.44313386082649,16.70846724510193,81.02731344103813,104.84324902296066,-3.9915239810943604,72.48776435852051,3
74.4334265589714,19.971514880657196,95.36189770698547,13.784889817237854,91.73131895065308,97.23819136619568,3.085259735584259,65.00986143946648,2
97.5918099284172,27.478435277938843,92.89034831523895,17.402900993824005,87.88537588715553,104.86713945865631,0.0752329034730792,76.4670005440712,3
75.88744431734085,16.73741564899683,98.56457030773163,11.228283286094666,96.91633743047714,92.96113550662994,6.403899550437927,58.28777730464935,1
75.08546501398087,21.268783807754517,94.92228317260742,13.682285487651825,91.28327202796936,103.9885738492012,0.5976486057043076,70.0057315826416,2
82.66745686531067,18.52592772245407,98.96403956413269,4.5966041423380375,96.99055683612823,89.35808926820755,7.85260945558548,50.18407762283459,1
97.4786576628685,28.225427508354187,88.62116265296936,18.305188953876495,92.22204160690308,104.99545633792877,4.863295555114746,81.38467609882355,3
70.91675996780396,22.00899350643158,98.56489908695221,5.270706579089165,96.84621107578278,99.5175513625145,7.893112421035767,62.051918655633926,1
98.31465542316437,28.392436504364014,93.86252009868622,17.248400390148163,86.61205035448074,104.92186188697815,2.1958616226911545,76.37720793485641,3
98.89839142560959,28.748178124427795,77.45559251308441,18.43850815296173,86.9928118288517,104.86957490444183,-0.035549239721149206,80.87843328714371,4
43.9518728852272,14.281578347086906,98.96418476104736,-3.716893255710602,96.98493760824203,71.27622127532959,8.471706748008728,44.86932411789894,0
51.240195743739605,7.14307165145874,98.66890013217926,-1.536181777715683,96.94880735874176,48.34387734532356,7.9761364459991455,30.87295174598694,0
87.9518473148346,12.062870919704437,98.89449524879456,7.912414461374283,96.86261457204819,94.14787888526917,7.403684914112091,69.95075911283493,1
45.01667074859142,14.339163318276405,98.89291059970856,8.154545068740845,96.97246980667114,97.84075230360031,7.9228291511535645,60.401430279016495,1
96.7935448884964,28.6450457572937,91.78379553556442,17.89257937669754,87.99895805120468,104.91764813661575,4.730072915554047,79.90509659051895,3
97.9177275300026,27.750139594078064,92.8107078075409,18.31443452835083,90.5401964187622,104.93276238441467,-0.536945253610611,77.42704838514328,3
99.11268770694733,27.195197820663452,75.77483808994293,18.410859048366547,90.13833266496658,104.99513983726501,3.81865856051445,82.89526224136353,4
95.65828830003738,27.130666136741638,94.10621559619904,15.371462047100067,91.37071204185486,104.9147567152977,5.83997905254364,74.84811961650848,3
79.93317544460297,21.06704020500183,98.88747322559357,4.548642836511135,96.80346292257309,100.4999452829361,6.59998619556427,64.57258090376854,1
99.70893025398254,28.855996012687683,81.16650396585464,18.481369853019714,88.8921086192131,104.9230608344078,1.1259791404008865,80.77325731515884,4
99.22080129384995,27.468623638153076,79.12571084499359,18.434427618980408,79.4664743244648,104.97288018465042,4.731706380844116,82.60678768157959,4
86.23480528593063,20.081214487552643,98.95983386039734,9.55113822221756,96.9256581068039,101.60150170326233,6.630347728729248,58.895849883556366,1
70.70713683962822,18.195288687944412,97.45736706256866,4.980350077152252,96.13842260837555,72.59995445609093,6.93132483959198,55.96474349498749,1
84.46024298667908,24.32291829586029,97.54166638851166,14.610606074333191,95.76249849796295,103.87808829545975,3.183275431394577,75.10438174009323,2
62.90859818458557,22.627151012420654,96.45697784423828,6.267592698335648,92.92878758907318,104.09603923559189,4.234148561954498,65.86952939629555,2
82.67069905996323,25.120214581489563,95.87934529781342,14.317512154579163,96.31223422288895,103.04047733545303,2.4735731184482574,72.97202527523041,2
41.56338492408395,10.291985511779785,98.79289162158966,-4.99234801530838,96.95672166347504,52.75216296315193,7.986716687679291,32.2667795419693,0
67.44752809405327,14.05610328912735,98.70401358604431,1.2283370792865753,96.98861491680145,81.15090519189835,7.367898344993591,64.93610829114914,1
62.324336022138596,12.309838354587555,98.83928120136261,7.416037708520889,96.96380895376205,48.23418840765953,5.259183168411255,37.67297700047493,0
53.76256622374058,13.855152428150177,97.3900215625763,2.7829189375042915,96.78707015514374,81.71728581190109,6.767367839813232,47.5536035746336,1
87.83689856529236,23.386139512062073,97.49683141708374,15.577727496623993,96.34047430753708,102.3342114686966,2.5402246713638306,64.08671259880066,2
85.44405072927475,20.829821825027466,92.26460301876068,14.25924563407898,96.31848019361496,100.34351885318756,0.11353848595172167,66.23277515172958,2
97.2728979587555,27.380780339241028,84.98267156118527,18.634547233581543,92.09288877248764,104.9788910150528,3.9084846675395966,80.60585111379623,3
99.05544608831406,28.9384628534317,84.21490108966827,18.085890650749207,91.35461521148682,104.97842967510223,1.7268378138542175,82.04866617918015,4
67.74419382214546,9.177540361881256,98.7772570848465,0.9319836050271988,96.99152421951294,74.75199401378632,7.967445015907288,38.751576244831085,0
99.51742112636566,27.607283353805542,74.02734231948853,18.68564599752426,90.1485241651535,104.98261392116547,4.771731913089752,83.12664896249771,4
57.00748510658741,18.455161958932877,96.12679755687714,9.035849213600159,96.95846331119537,90.28933614492416,5.7737016677856445,63.07642579078674,1
93.54287266731262,22.64277344942093,97.84853756427765,16.080835700035095,88.11149370670319,104.43017542362213,3.7406196892261505,74.25725370645523,2
71.80837497115135,16.80626506358385,98.82940196990967,7.159948438405991,96.86905187368393,96.6539740562439,6.443556547164917,64.42473456263542,1
43.49491624161601,23.33890128135681,91.24450874328613,8.675835520029068,86.74636599421501,97.94162482023239,-0.6751869097352028,60.90387001633644,2
67.48441830277443,13.718094259500504,98.92101621627808,-1.6335987150669098,96.98804181814194,40.8061645925045,8.089526295661926,33.30291911959648,0
19.908934235572815,11.313060283660889,98.92529702186584,2.553525358438492,96.96904641389847,79.7517603635788,5.072883903980255,53.52999594062567,1
81.3936185836792,25.183308482170105,98.0942257642746,17.416032195091248,96.09661322832108,103.5217621922493,2.4703287184238434,71.2144061923027,2
96.7012882232666,28.767457604408264,81.96671879291534,18.607717990875244,90.81362527608871,104.99018579721451,4.063263684511185,81.46487444639206,4
72.93937146663666,19.169068694114685,96.61804461479187,14.859022438526154,94.93651759624481,104.34098660945892,4.310643821954727,66.36783018708229,2
95.94275236129761,26.886553406715393,86.37806808948517,16.570362985134125,87.59136509895325,104.85139220952988,1.7972930073738098,76.77908420562744,3
98.3316171169281,28.17996835708618,93.18308365345001,18.161894619464874,88.9622041285038,104.77994084358215,2.9921178817749023,75.23379057645798,3
36.60981900990009,8.97427761554718,98.77813577651978,-3.133832424879074,96.99607235193253,40.88137239217758,8.443028032779694,33.66561517119408,0
93.0681648850441,28.83704113960266,95.2517374753952,17.423497676849365,78.03973135352135,104.95593667030334,4.067741632461548,81.65388703346252,3
80.94474673271179,26.694881796836853,96.75020217895508,13.700240194797516,95.00434350967407,102.71313786506653,6.557761788368225,69.14130300283432,2
60.48688858747482,15.45477682352066,98.22265577316284,10.175514459609985,96.89517211914062,80.92598721385002,7.050768971443176,59.668232798576355,1
71.7187687754631,22.134387731552124,98.8862715959549,7.054981529712677,96.94864106178284,42.39447355270386,7.9534149169921875,25.33679574728012,0
99.07762676477432,26.815372705459595,84.4315320700407,18.278182685375214,93.75860852003098,104.99830216169357,0.36164210736751556,81.0314804315567,3
59.84256386756897,24.544239282608032,97.21571183204651,12.183314204216003,91.32424455881119,103.29762071371078,2.228052020072937,69.66431230306625,2
77.69988030195236,21.546726167201996,95.54827964305878,13.811375737190247,94.5763738155365,103.10809046030045,1.9992177486419678,70.45993089675903,2
99.71767336130142,28.195146441459656,86.18203327059746,17.741651475429535,89.12896198034286,104.92689102888107,3.2035202085971832,80.07003486156464,4
40.11637955904007,7.896259784698486,98.96732318401337,-5.10301148891449,96.99907910823822,65.71601875126362,8.546178817749023,32.81606614589691,0
93.77983808517456,27.725528717041016,92.09188961982727,17.247827291488647,88.449965685606,104.96969908475876,1.3539450466632843,72.20009297132492,3
99.68698233366013,29.141483187675476,81.47265124320984,18.08014714717865,92.76095551252365,104.99472945928574,1.4280457645654678,83.46861898899078,4
65.86859077215195,20.76492339372635,96.3072589635849,12.20069670677185,94.59575366973877,104.12412464618683,3.9272595942020416,60.602247416973114,2
47.889215871691704,20.691863894462585,98.44545292854309,2.5472411662340164,96.81744527816772,71.0955349355936,7.290417373180389,62.78640538454056,1
99.23403233289719,29.055723547935486,83.24401834607124,18.884601533412933,83.9633374363184,104.9972078204155,1.0908216163516045,80.28426498174667,4
89.9866047501564,24.620201468467712,93.23947930335999,12.376394808292389,95.96418541669846,103.30033242702484,3.8205226957798004,73.35035920143127,2
98.30725640058517,27.86369526386261,85.89883211255074,18.27979201078415,91.1086494922638,104.9508672952652,1.082150436937809,77.77072489261627,3
65.66023632884026,10.298740088939667,97.41899585723877,-0.31999310851097107,96.92662996053696,31.114894151687622,7.456420361995697,26.405259370803833,0
99.31976199150085,28.79712450504303,81.81240493059158,17.741663098335266,88.00007519125938,104.97935771942139,4.794853091239929,82.19292432069778,4
68.2053017616272,13.8856460750103,96.52141523361206,10.79929569363594,95.66314589977264,103.48610490560532,-0.38165658339858055,52.206139862537384,2
59.07442927360535,21.25410932302475,98.41070663928986,11.681956589221954,96.37917590141296,66.10417731106281,5.946021795272827,57.352883368730545,1
68.664560765028,23.166143655776978,98.8348468542099,3.3077753856778145,96.79743152856827,88.902148604393,8.431142091751099,32.09098279476166,0
91.60148650407791,27.495972394943237,91.49605697393417,15.980061531066895,87.20080909132957,104.94208842515945,2.978951722383499,76.62526726722717,3
78.76730650663376,25.576939821243286,97.45239531993866,15.899259090423584,96.43105608224869,104.00057941675186,5.72325736284256,78.13587635755539,2
73.54445219039917,16.484565444290638,98.83332395553589,-1.9756116569042206,96.99193638563156,78.21141466498375,8.136015951633453,33.23961555957794,0
99.20395761728287,29.09246003627777,76.43770039081573,18.74942445755005,89.18059092760086,104.96433466672897,1.7533936947584152,78.28912794589996,4
25.665814727544785,13.346426665782928,98.92675065994263,1.1090784668922424,96.96413439512253,37.558736354112625,8.160524368286133,33.663793951272964,0
42.08135440945625,6.541531682014465,98.67163300514221,-4.646600544452667,96.98383522033691,65.94721108675003,8.45876669883728,39.75925326347351,0
71.74456536769867,13.307419389486313,98.60188257694244,11.332691848278046,96.79381054639816,60.58452802710235,6.85636568069458,43.91383819282055,1
99.62289899587631,28.584654688835144,89.5508576631546,18.078894555568695,84.32443809509277,104.99202311038971,4.467182904481888,79.20518070459366,4
99.28967744112015,29.306687235832214,89.42898029088974,18.239625930786133,92.90013802051544,104.9301928281784,1.9887250810861588,77.01493322849274,3
